Date
10/21/2016
12/3/2018
1/7/2015
9/26/2016

6/30/2016
8/3/2018
6/2/2018
11/7/2014
3/7/2017
6/16/2017
9/29/2016
3/12/2015
12/23/2015
6/21/2016
3/7/2017

9/30/2016
9/23/2016
8/2/2013
9/15/2016

4/23/2014
6/27/2016
4/10/2016
2/9/2014
10/28/2016
12/23/2016
3/7/2017
4/25/2017
10/28/2016
12/31/2015
2/28/2014
1/7/2014
6/28/2016
6/16/2017
4/25/2017
7/8/2013
3/4/2012
10/28/2016
5/15/2018
2/12/2016
3/7/2017
9/21/2016
1/7/2016
10/21/2016
12/29/2015
11/12/2017
7/16/2015
12/23/2016
4/7/2014
9/23/2016
7/4/2016
10/19/2016
6/27/2014
12/23/2015
10/19/2016
11/20/2014
1/14/2016
12/23/2015
6/20/2012
4/2/2015
10/19/2016
5/24/2017
6/30/2016
2/1/2014
6/21/2016
7/18/2014
1/26/2018
3/23/2017
12/3/2018
10/19/2016
6/16/2017
7/8/2013
10/7/2012
2/13/2018
12/17/2012
10/25/2016
6/16/2017
4/25/2017
3/7/2017
5/28/2014
1/30/2018
5/27/2013
12/5/2017
7/9/2014
11/24/2016
5/7/2016
2/5/2017
1/13/2012
1/7/2015
6/16/2017
12/21/2015
7/23/2014
4/1/2016
1/19/2016
5/7/2016
9/9/2016
5/30/2017
4/25/2017
10/27/2016
9/30/2016
7/8/2018
1/7/2016
12/21/2016
12/23/2016
9/13/2016
6/10/2016
10/7/2017
1/4/2014
7/10/2016
5/6/2015
4/30/2018
7/18/2014
3/7/2017
6/30/2016
5/6/2015
12/23/2016
10/27/2016
3/7/2017
12/31/2015
3/7/2017
4/28/2017
6/30/2016
12/5/2017
11/10/2016
5/7/2016
12/20/2016
12/5/2017
12/14/2016
4/30/2018
9/30/2016
6/21/2016
12/26/2013
11/7/2016
10/21/2016
12/23/2015
6/30/2014
5/2/2016
7/11/2014
12/5/2017
10/19/2016
10/19/2016
10/19/2016
5/29/2017
10/27/2016
10/20/2016
2/2/2017
2/13/2013
5/30/2017
1/28/2016
1/26/2017
10/21/2016
5/6/2017
12/5/2017
12/21/2015
1/30/2015
5/25/2016
9/2/2018
12/5/2017
12/5/2017
10/19/2016
2/25/2014
4/7/2016
9/9/2016
8/30/2017
10/18/2016
12/1/2016
4/25/2013
8/29/2014
9/12/2015
7/23/2014
7/11/2014
5/26/2010
11/7/2016
12/23/2015
11/27/2014
2/12/2016
7/14/2015
2/12/2011
7/8/2013
8/1/2014
10/10/2016
11/24/2015
3/1/2017

11/2/2015
7/23/2010
9/3/2017
11/28/2016
10/7/2015
6/21/2016
5/21/2015
5/1/2018
2/15/2018
5/4/2017
12/30/2016
5/2/2016
3/7/2017
6/19/2015
8/30/2016
9/23/2016
4/10/2016
3/5/2012
1/13/2015
11/28/2016
6/30/2016
8/30/2017
1/16/2012
3/7/2017
12/28/2015
2/17/2010
12/5/2017
7/16/2015

12/10/2016
3/26/2015
3/10/2014
1/31/2013
1/31/2013
1/22/2015
12/18/2015
12/16/2016
12/19/2016
1/31/2013
7/8/2018
5/7/2016
6/30/2016
12/31/2015
1/13/2016
4/30/2015
12/12/2013
10/19/2016
4/26/2017
4/20/2017
12/21/2011
12/31/2015
6/16/2017
5/7/2016
12/19/2016
8/29/2014
7/22/2013
9/6/2017
9/13/2016
6/3/2015
12/22/2015
6/27/2014
10/14/2016
12/1/2016
5/9/2016

3/7/2017
12/5/2017
8/26/2016

5/12/2016
7/22/2014
9/12/2016
10/19/2016
2/25/2016
5/30/2017
1/13/2012

9/7/2015
10/7/2017
7/29/2015
2/7/2015
1/19/2017
4/25/2017
1/20/2014
4/6/2018
1/19/2015
7/11/2014
9/26/2016
10/19/2016
2/12/2016
11/11/2016
1/21/2015
3/7/2017
2/9/2016

7/15/2015
7/16/2015
5/28/2015
3/28/2014
4/25/2017
5/24/2016
4/25/2017
1/24/2014
3/7/2017
6/16/2017
10/21/2016
3/10/2014
9/3/2017
9/26/2016

1/21/2014
9/30/2016
4/2/2016

12/21/2015

5/24/2016
11/25/2011
8/8/2012
6/21/2016
12/23/2015
7/25/2013
5/3/2015
1/20/2016
8/2/2018
12/5/2017
6/13/2017
6/16/2017
9/23/2016
12/22/2016
5/7/2016

1/24/2014
12/30/2011
6/30/2016
4/2/2016
3/7/2017
12/5/2017
12/16/2015
1/30/2014
12/29/2015
9/12/2016
5/1/2018
9/26/2016
11/27/2017
4/1/2017
11/28/2016
12/23/2015
10/19/2016
9/23/2016
12/23/2015
3/7/2017
6/14/2016
1/23/2015
7/16/2015
3/7/2017
1/20/2017
3/10/2014
10/21/2016
1/14/2013
11/25/2016
8/26/2016
5/10/2011
4/30/2013
5/5/2014
2/12/2011
11/7/2014
6/21/2016
2/18/2015
1/20/2017
10/19/2016
3/7/2017
3/7/2017
6/16/2017
6/23/2016
7/13/2015

7/16/2015
5/30/2017
6/2/2018
9/23/2016
3/7/2017
8/19/2011
10/28/2016
10/19/2016
9/7/2015
12/16/2016
8/30/2010
12/10/2017
6/16/2017
12/30/2016
12/18/2015

1/7/2014
12/10/2016
12/18/2015
4/4/2014
12/23/2016
1/19/2016
9/7/2015
12/18/2015
12/30/2016
12/23/2015
5/12/2016
7/21/2014
10/19/2016
11/20/2014
1/23/2014
5/6/2015
5/25/2012
12/5/2017
4/1/2017
6/6/2016
5/7/2016
7/19/2013
6/2/2015
9/29/2016
6/13/2016
2/12/2016
6/16/2017
3/7/2017
9/2/2010
10/21/2016
10/19/2016
10/19/2016
5/10/2016
12/29/2015
1/30/2014
1/24/2017
8/26/2016
4/2/2016
5/7/2016
5/7/2016
5/7/2016
4/27/2011
2/13/2018
3/10/2014
1/30/2014
1/15/2016
8/9/2016
4/7/2016
6/21/2012
12/23/2015
9/23/2016
8/30/2010
1/26/2011
12/1/2016
10/19/2016
6/16/2017
5/27/2015
8/1/2016
1/18/2017
10/14/2016
9/9/2016
2/8/2018
11/28/2016
11/29/2011
12/22/2016
12/21/2016
1/7/2016
11/30/2011
10/19/2016
1/26/2015
6/12/2017
10/19/2016
2/26/2016

7/24/2014
8/26/2016
9/9/2016
12/21/2016
9/30/2016
6/23/2015
1/28/2016
5/30/2014
7/9/2010
12/5/2017
8/25/2013
6/30/2016
2/12/2016
3/13/2012
9/7/2015
12/16/2015
6/21/2016
12/23/2015
3/7/2017
12/31/2015
7/1/2016
3/7/2017
5/7/2016
9/30/2016
12/22/2015
1/30/2014
1/18/2017
3/7/2017
1/7/2016
10/19/2016
4/2/2016
3/7/2017
2/12/2016
6/23/2016
10/21/2016
1/3/2018
10/19/2016
1/24/2014
10/28/2016
12/23/2015
10/19/2016
11/10/2016
12/3/2018
9/22/2016
10/19/2016
2/7/2012
10/19/2016
8/16/2017
6/16/2017
11/28/2016
10/24/2016
12/5/2017
12/5/2017
3/7/2017
1/27/2014
6/30/2014
3/7/2017
2/7/2015
12/19/2016
6/12/2016
4/25/2013
5/23/2017
12/20/2013
6/23/2016


4/15/2011
4/10/2016
10/19/2016
9/30/2016
3/7/2017
5/30/2017
10/18/2016
12/19/2016
6/21/2016
3/7/2017
12/23/2015
7/13/2015
10/17/2016
5/30/2017
5/24/2016
2/18/2015
7/14/2015
9/6/2017
12/23/2015
5/27/2016
10/21/2016
10/19/2016
4/28/2017
1/23/2015
12/5/2017
1/19/2017
2/5/2014
9/1/2017
1/14/2016
6/24/2016
5/7/2016
6/1/2014
3/7/2017

10/19/2016
7/30/2015
7/18/2014
11/10/2016
5/30/2013
4/7/2016
10/19/2016
6/18/2018
4/30/2014
9/23/2016
4/3/2014
5/7/2016
3/23/2017
5/2/2016
10/25/2016
12/1/2016
4/21/2017
6/30/2016
7/25/2014
5/7/2016
9/6/2016
8/30/2012
7/23/2014
1/28/2011
6/16/2017
8/2/2018
2/9/2016
10/21/2016
11/24/2016
5/22/2017
12/18/2015
9/22/2016
6/24/2016
6/30/2016
5/7/2016
7/16/2015
8/9/2016
11/1/2017
12/21/2015
12/23/2016
6/13/2017
12/20/2016
10/12/2015
6/30/2016
2/12/2016
2/9/2016
10/21/2016
8/16/2017
1/23/2017
2/12/2016
12/5/2017
3/9/2010
3/7/2017
1/19/2017
4/4/2014
10/28/2016
6/16/2017
1/16/2017
9/9/2016

2/9/2016
11/28/2016
10/17/2016
3/10/2014
12/14/2012
1/14/2016
2/17/2015
1/18/2016

5/24/2017
1/24/2014
9/12/2015
9/13/2016
4/7/2016
1/13/2016
6/2/2018
9/15/2016
4/9/2015
7/11/2014
3/7/2017
1/10/2010
3/26/2015
3/23/2017
8/9/2010
12/10/2016
5/7/2016
7/14/2015

9/13/2016
7/14/2014
3/23/2017
12/30/2016
9/6/2017
7/13/2015
7/29/2015

7/1/2016
9/15/2016
12/5/2017
10/12/2015
7/22/2013
5/18/2016
7/16/2015
11/11/2016
1/16/2013
1/22/2015
12/19/2016
5/24/2016
5/4/2017
12/5/2017
5/9/2016
5/27/2015
2/24/2012
6/16/2017
7/10/2016
1/22/2015
6/16/2017
12/5/2017
2/6/2016
3/13/2012
8/5/2015
12/23/2016
7/16/2015
12/21/2016
1/31/2013
5/23/2014
3/7/2017
2/10/2014
4/2/2016
3/24/2017

7/24/2014
3/7/2017
4/28/2014
10/2/2012
5/30/2017
6/21/2016
7/6/2016
5/2/2016
5/7/2016
2/18/2015
5/7/2016
10/7/2015
8/25/2011
12/5/2017
1/16/2013
1/31/2013
1/7/2014
1/26/2016
12/30/2011
1/22/2013
10/16/2014
2/17/2015
10/28/2016

2/1/2015
12/2/2018
4/2/2013
1/25/2013
3/7/2017
4/27/2012
7/15/2013
6/28/2013
7/21/2014
1/29/2015
5/4/2017
9/12/2015
12/23/2016
3/7/2017
7/23/2014
9/12/2016
5/30/2017


3/7/2017
5/30/2017
12/27/2016
12/21/2018
5/4/2017
12/21/2018
1/6/2016
6/16/2017
6/21/2016
6/14/2018
12/28/2015
4/27/2017
7/24/2015
4/27/2012
11/28/2016
6/30/2016
1/28/2016
1/11/2016
12/18/2015
7/25/2014
12/20/2016
2/1/2015
5/7/2016
7/8/2012
12/18/2015
10/28/2016
11/28/2016
6/21/2016
10/19/2016
9/15/2016
3/7/2017
6/16/2017
12/31/2015
2/7/2015
10/19/2016
7/8/2013
12/20/2016
6/8/2015
2/27/2012
9/29/2016
11/1/2012
1/29/2015
6/27/2016
12/5/2017
5/4/2017
10/24/2016
7/21/2014
2/2/2017
5/28/2012
4/29/2015
11/28/2016
7/25/2014
2/1/2015
7/1/2013
3/7/2017
4/2/2013
10/18/2016
10/17/2016
6/16/2017
4/30/2012
11/28/2016
6/18/2015
10/21/2016
1/7/2016
4/21/2016

5/25/2017
12/21/2015
7/14/2015
9/9/2016
9/22/2016
6/16/2017
1/7/2014
1/16/2012
9/12/2016
12/15/2015

1/16/2013
9/30/2016
11/28/2016
1/24/2017
3/10/2014
1/3/2017
7/10/2016
7/8/2012
11/28/2016
3/7/2017
4/30/2015
1/7/2016
10/12/2015
4/25/2016

11/1/2017
1/16/2014
12/22/2016
10/20/2016
10/31/2016
1/16/2015
3/7/2017
5/7/2016
10/31/2016
1/3/2017
4/12/2015
3/7/2017

3/5/2013
12/1/2014
5/23/2017
12/23/2015
3/7/2017
1/7/2016
9/15/2016
7/21/2014
7/2/2018
5/23/2013
9/12/2016
7/25/2014
11/28/2016
9/10/2015
1/28/2016
10/19/2016
1/13/2012
12/23/2015
8/27/2012
4/5/2017
1/7/2016
2/2/2016
3/7/2017
7/13/2015
7/25/2014
1/13/2012
3/7/2017
12/31/2015

12/23/2015
9/30/2016
11/12/2017
12/20/2016
10/19/2016
3/7/2017
1/15/2015
9/9/2016
6/24/2016
10/19/2016
5/25/2016
3/7/2017
2/12/2016
8/16/2017
8/30/2016
5/25/2012
10/24/2016
12/12/2013
10/19/2016
6/16/2017
4/28/2016
12/31/2015
11/28/2016
10/21/2016
11/7/2014
1/13/2016
3/7/2017
6/16/2017
12/1/2016
5/7/2016
4/7/2016
1/27/2010
1/20/2017
5/6/2013

7/24/2014
10/21/2016
6/16/2017
5/19/2016
6/27/2016
10/19/2016
3/7/2017
9/13/2016
10/3/2017
9/21/2016

11/6/2015
11/6/2015
9/19/2016
9/12/2016
10/14/2016
12/18/2015
2/12/2011
3/10/2014
10/7/2015
6/16/2017
11/28/2016
10/19/2016
5/30/2017
2/5/2017
1/7/2016
12/5/2017
5/2/2016
8/30/2016
6/23/2015
9/9/2016
8/29/2017

6/30/2016
11/28/2016
3/7/2017
10/19/2016
9/22/2016
12/29/2015
4/30/2013
5/18/2016
9/30/2016
12/3/2018
5/30/2017
1/20/2016
10/19/2016
1/22/2015
3/23/2017
1/7/2016

6/29/2012
6/23/2015
10/14/2016
1/24/2014
12/22/2016
2/12/2016
9/27/2016

10/19/2016
12/12/2013
7/5/2018
9/15/2016
1/7/2016
3/7/2017
9/11/2015
10/4/2018
1/15/2013
8/7/2014
4/7/2014
11/28/2016
3/10/2014
9/7/2015
9/28/2016
2/12/2016
9/30/2016
1/18/2016
6/21/2016
1/24/2017
12/5/2017

12/22/2015
3/7/2017

9/25/2015

10/7/2017
1/24/2014
9/30/2016
4/27/2017
9/22/2016
1/18/2017
12/5/2017
12/23/2015
2/2/2016
9/9/2016
7/24/2014
11/28/2016
10/21/2016
7/16/2015
5/23/2017
12/19/2016
10/7/2017
1/20/2017
4/7/2016

6/13/2016
2/12/2016

5/4/2017
11/28/2016
11/24/2016
10/7/2015
5/24/2012
6/23/2016
9/21/2016
12/29/2015
5/25/2010
12/23/2015
3/7/2017
3/10/2014
3/9/2010
1/19/2016
5/4/2017
3/7/2017
12/31/2015
9/30/2016
1/20/2012
6/30/2014
5/7/2016
7/26/2013
6/10/2016
7/7/2015
5/24/2016
11/28/2017
11/7/2014
6/15/2015
4/27/2012
1/27/2011
4/25/2017

2/8/2018
3/7/2017
1/26/2016
3/7/2017
10/19/2016
1/7/2016
11/25/2016
9/13/2016
5/4/2017
1/26/2016
12/14/2016
10/26/2016
1/28/2011
7/23/2013
7/23/2014
9/30/2016
1/7/2016
6/16/2017
2/2/2016
4/12/2015

7/24/2015
12/23/2016
1/19/2017
5/30/2017
1/28/2016
8/29/2017
10/20/2016
5/30/2017
1/19/2016
1/4/2014
6/23/2016
6/9/2016
7/9/2014
5/18/2018
7/16/2015
10/19/2016
1/24/2014
1/7/2016

10/19/2016
10/19/2016
5/30/2017

1/26/2017

8/6/2016
5/7/2016
1/21/2014
7/8/2013
6/23/2015
4/25/2014
9/23/2016
12/30/2016
10/21/2016
3/7/2017
7/15/2015
1/24/2014
5/2/2016
5/31/2017
10/19/2016
3/28/2014

11/7/2014
9/30/2016
9/9/2016
10/19/2016
7/8/2013

5/31/2016
4/10/2016
1/20/2017
3/7/2017
1/25/2018
4/2/2013
9/23/2016
3/7/2017
1/28/2015
8/9/2016
11/28/2016
5/7/2016
8/16/2017
9/30/2016
6/14/2016
8/26/2016
3/5/2012
5/25/2012
3/7/2017
7/25/2014
3/7/2017
12/23/2015
8/29/2017
6/16/2017
6/30/2016
4/26/2011
4/7/2016
1/30/2014
12/23/2015
10/19/2016
7/1/2016
8/29/2014
3/7/2017


12/20/2013
12/5/2017
4/19/2018
5/7/2016
7/23/2014
1/30/2018
12/30/2016
12/21/2015
4/28/2016
11/30/2016
1/27/2014
12/18/2015
11/23/2015
6/5/2010
5/5/2017
8/26/2016
6/24/2016
7/9/2014
7/8/2018
7/9/2014
12/14/2016
6/15/2015
4/25/2017
9/30/2016
11/7/2014
6/8/2013
4/30/2014
12/21/2015
12/15/2016
12/20/2016
1/22/2016
6/16/2017

5/30/2017

12/5/2017
12/18/2015
1/27/2016
12/3/2018
3/7/2015
6/23/2015
1/29/2015
11/28/2016
4/21/2017
2/12/2016
11/28/2016
9/30/2016
5/6/2017
6/30/2016
1/27/2016
7/9/2011
8/16/2017
1/22/2016
1/26/2018
4/30/2012
10/19/2016
1/23/2017
8/5/2015
3/7/2017
10/20/2016
5/5/2014
6/16/2017
9/22/2016
9/26/2016
3/7/2017
12/18/2015
5/7/2016
5/7/2016
7/27/2017
6/15/2017
1/7/2016
9/13/2016
7/18/2014
4/30/2018
8/29/2014
5/25/2017
3/7/2017

7/5/2018
9/30/2016
12/1/2016
4/2/2013
9/3/2017
12/23/2015
12/29/2015
3/28/2014
10/12/2015
10/7/2017
9/23/2016
12/30/2016
9/15/2016
9/29/2016
1/28/2016
5/4/2017
10/19/2016
10/19/2016
7/27/2017
12/21/2015
5/2/2016
4/30/2012
1/7/2016
10/13/2016
4/2/2015
4/25/2014
9/19/2016

12/16/2016
5/31/2017
1/23/2017
7/5/2013
10/19/2016
7/25/2014
3/7/2017
10/19/2016
7/22/2014
7/29/2013
10/31/2016
11/28/2016
3/7/2017
1/15/2015
2/9/2016
3/7/2017
3/7/2017
10/19/2016
3/7/2017
2/24/2012
1/27/2015
5/2/2016
3/10/2014
12/2/2015
9/23/2016
11/28/2016
3/7/2017
9/26/2016
4/19/2017
10/28/2016
5/4/2017
1/31/2017
5/22/2015
1/21/2011

6/15/2017
10/17/2016
1/7/2016
10/27/2016
6/16/2017
10/14/2016
5/18/2017
10/7/2017
12/20/2016
12/29/2016
8/5/2015
10/7/2017

1/2/2011
6/21/2016
12/31/2012
2/2/2015
2/15/2018
5/15/2018
4/25/2016
9/9/2016
1/3/2018
3/7/2017

10/28/2016
5/24/2010
10/21/2016
10/20/2016
12/16/2015
1/24/2014
12/16/2016
12/19/2016
1/24/2014
11/27/2013
3/7/2017
6/21/2016
4/19/2018
3/1/2011
8/2/2018
1/26/2015
11/29/2011
7/14/2015

1/7/2016
1/16/2014
10/7/2017
9/23/2016
7/1/2016
10/24/2016
6/16/2017

6/16/2017
9/22/2016
4/27/2017
12/19/2016
10/19/2016
7/15/2015
3/7/2017
10/19/2016
1/28/2015
6/30/2015
1/7/2016

6/30/2016

1/7/2016
10/19/2016
3/5/2016
9/15/2016
4/30/2013
7/14/2014
1/15/2016

12/21/2015
4/3/2015
10/19/2016
6/14/2016
10/20/2016
12/5/2017
2/13/2018
10/19/2016
6/30/2014
4/12/2015
1/20/2012

7/25/2014
12/30/2016
12/21/2015
11/7/2014
11/28/2016
10/29/2015
1/20/2016
7/5/2018
7/14/2015
6/24/2013
7/15/2016
1/13/2012

9/1/2017
7/16/2015
11/28/2016
6/16/2017
2/7/2015
4/19/2017
12/23/2011
10/19/2016
1/18/2016
8/6/2016
11/27/2015
10/19/2015

3/7/2017
5/18/2018
7/14/2015
7/24/2015

1/10/2014
4/19/2017
2/7/2015
3/10/2014
5/23/2013
12/1/2016
3/31/2014
2/24/2014
1/7/2016
11/28/2016
10/19/2016
12/5/2017
1/20/2014
5/2/2015
12/14/2016
5/30/2016
7/23/2014
5/5/2014
5/15/2018
1/16/2015
12/28/2015
3/7/2017
6/30/2016

10/19/2016
8/30/2017
10/21/2016
5/4/2017
2/1/2015
9/28/2016
6/29/2012
9/9/2016
1/19/2012
7/22/2013
4/5/2017
1/27/2017
11/28/2016
12/20/2016
7/25/2014
10/23/2015

6/16/2017
11/28/2016
12/28/2012
6/28/2018
12/16/2016
3/24/2014
5/7/2016
12/31/2015
3/7/2015
9/30/2016
10/28/2016
11/25/2015
6/16/2017
7/13/2015
3/25/2014
6/15/2017
5/7/2016
3/22/2018
1/30/2014
4/7/2014
3/7/2017
6/27/2014
7/2/2018

11/28/2016

6/16/2017
2/1/2015
4/5/2017
1/17/2017
10/7/2015
1/19/2015
3/10/2014
6/16/2017
3/22/2012
8/17/2012
12/23/2015
12/28/2015
10/13/2016
10/7/2017
10/12/2015
1/30/2014
11/29/2011
12/18/2015
3/10/2014
11/29/2011
6/24/2016
4/11/2016
3/7/2017
12/29/2016
8/2/2018
6/19/2015
9/6/2014
7/25/2014
7/13/2015
5/5/2017
7/25/2014
10/19/2016
5/31/2016
10/19/2016
10/19/2016
3/7/2017
5/30/2017
3/7/2017
12/1/2016
6/29/2016
9/2/2015
9/9/2016
10/7/2014
11/5/2017
12/21/2015
1/22/2013
12/2/2015
12/5/2017
5/1/2018
6/25/2014
12/22/2016
3/27/2014
11/1/2012
4/23/2013
3/7/2017

12/3/2018
3/10/2014
3/7/2017
9/25/2012
7/28/2015
6/10/2016
9/12/2016
12/7/2012
11/27/2014
6/1/2012
5/31/2016
10/20/2016
5/27/2015
6/14/2017

10/14/2016
7/12/2016
7/11/2014
5/21/2015
6/30/2016
5/31/2017
5/25/2012
6/27/2014
11/28/2016
4/7/2016
12/30/2016
3/7/2017
5/28/2018
9/26/2016
4/25/2017
12/19/2016
9/29/2016
10/30/2014


6/16/2017
4/12/2015
7/25/2014
4/19/2018
4/7/2016
3/7/2017
5/4/2017
3/10/2014
9/13/2016
9/20/2016
5/19/2016
10/30/2014
1/16/2015
3/5/2017
6/16/2017
9/30/2016
8/29/2017
2/12/2016
7/12/2015
8/2/2018
3/7/2017
7/21/2014
10/27/2016
5/4/2017
5/24/2012
11/28/2016
11/28/2016
1/7/2016
4/13/2016
7/16/2013
3/7/2017
9/23/2016
11/7/2016
10/19/2016
5/31/2010
12/10/2016
7/21/2014
5/29/2015
11/28/2016
5/7/2016
3/7/2017
12/14/2016
12/24/2012
4/21/2017
3/7/2017
9/12/2016
1/7/2015
6/12/2017
12/23/2016
7/29/2015
3/7/2017
2/8/2018
7/24/2014
3/7/2017
1/15/2014
2/12/2016
9/12/2016
7/25/2013
7/8/2012
1/16/2012

8/5/2015
4/1/2016
12/31/2015
7/9/2014
10/7/2017
9/15/2016

8/29/2012
9/30/2016
5/4/2017
6/16/2017
7/2/2018
9/1/2014
5/4/2017
8/17/2012
6/16/2017
12/31/2015
6/16/2017
3/27/2018
7/15/2015
6/7/2015
5/7/2016
9/2/2018
7/15/2015
2/28/2014
5/31/2017

1/3/2018
9/26/2016
1/16/2014
2/28/2014
9/27/2016
7/14/2015

8/12/2017
1/19/2016
5/5/2017
1/7/2016
5/4/2011
11/28/2016
8/1/2016
3/31/2014
6/16/2017
10/12/2015
4/27/2017
5/28/2015
10/14/2016
9/21/2016
12/10/2016
6/29/2012
7/15/2015
5/30/2017
9/1/2012
11/30/2017
10/19/2016
3/7/2017
4/19/2018
7/7/2011
3/7/2017
12/29/2017
10/19/2016
12/23/2015
9/12/2016
12/13/2016
6/13/2017
1/26/2016
4/30/2018
9/23/2016
12/15/2016
9/13/2016
9/23/2016
3/31/2014
12/23/2015
5/24/2016

11/7/2014
4/25/2012
11/27/2015

12/19/2016
4/2/2013
3/7/2017
12/5/2017
12/23/2016
1/22/2013

2/12/2016
5/30/2017
10/19/2016
5/6/2015
10/19/2016
4/21/2017
10/14/2016
1/13/2016
5/23/2019
6/10/2016
12/23/2016
8/19/2011
10/25/2016
10/13/2015
12/23/2016
7/25/2014
6/22/2015
12/28/2015
5/24/2017
3/7/2017
3/7/2017
7/8/2018
6/26/2014

10/7/2015
10/19/2016
5/31/2017
4/7/2016
6/16/2017
12/23/2016
9/5/2017
3/7/2017
12/5/2017
10/21/2016
1/24/2011
5/2/2016

4/30/2018
6/24/2016
3/7/2017
6/30/2016
6/27/2014
12/23/2016
5/9/2016
6/30/2016
12/5/2017
8/26/2016
12/1/2014
3/27/2015
12/21/2016
1/30/2018
6/29/2016
3/7/2017
4/2/2014
3/7/2017
1/7/2016
1/18/2011
5/30/2017
7/24/2014
3/26/2015
7/1/2016
12/22/2016
7/18/2016
3/7/2017

12/5/2017
12/5/2017
11/20/2014
3/1/2017
1/23/2014
8/1/2018
5/30/2017
9/28/2015
8/2/2013
9/26/2016
10/7/2017
7/8/2012
1/19/2015
5/31/2017
8/16/2017

4/2/2016

10/19/2016
9/15/2016

8/30/2010
8/17/2012
9/22/2016
3/7/2017
6/14/2016
5/10/2016
3/7/2017
3/7/2017
7/9/2014
6/29/2016
5/5/2017
